"Report.Date","Route","Time","Day","Location","Incident","Min.Delay","Min.Gap","Direction","Vehicle"
2017-01-01,509,"2:13:00 PM","Sunday","Fleet Loop","Mechanical",4,8,"E/B",4421
2017-01-01,511,"2:33:00 PM","Sunday","Bathurst Station","Mechanical",5,10,"S/B",1575
2017-01-01,511,"2:33:00 PM","Sunday","Bathurst Stn","Mechanical",5,10,"S/B",1576
2017-01-01,501,"4:46:00 PM","Sunday","eastbound humber loop","Mechanical",6,12,"E/B",4237
2017-01-01,511,"4:59:00 PM","Sunday","Bathurst / Bloor","Emergency Services",28,8,"S/B",1512
2017-01-01,506,"6:10:00 PM","Sunday","Bowmore","Mechanical",1,1,"W/B",4070
2017-01-01,511,"6:29:00 PM","Sunday","Bathurst Station","Mechanical",3,6,"S/B",1041
2017-01-01,506,"6:37:00 PM","Sunday","Gerrard / Woodbine","Emergency Services",6,12,"B/W",4002
2017-01-01,501,"7:45:00 PM","Sunday","queen at jarvis","Mechanical",9,18,"W/B",4191
2017-01-01,501,"8:38:00 PM","Sunday","queen at university","Investigation",9,18,"W/B",4224
2017-01-01,501,"9:29:00 PM","Sunday","Neville Park","Mechanical",9,18,"E/B",4084
2017-01-01,501,"11:22:00 PM","Sunday","Queen and Ontario","Mechanical",9,18,"W/B",4235
2017-01-01,501,"11:52:00 PM","Sunday","King and Yonge","Mechanical",18,26,"E/B",4136
2017-01-02,501,"4:46:00 AM","Monday","Queen and Connaught","Late Leaving Garage",10,0,"E/B",4210
2017-01-02,506,"6:05:00 AM","Monday","McCaul and College","Investigation",6,12,"E/B",4048
2017-01-02,504,"6:58:00 AM","Monday","Roncy and Queen","Mechanical",8,16,"W/B",4087
2017-01-02,505,"8:23:00 AM","Monday","Roncesvalles and Dundas","Mechanical",7,14,"N/B",4199
2017-01-02,510,"8:57:00 AM","Monday","Spadina and King","Held By",5,10,"N/B",4405
2017-01-02,510,"9:00:00 AM","Monday","Spadina and Queen","Held By",5,10,"S/B",4418
2017-01-02,504,"9:20:00 AM","Monday","Broadview and Queen","Mechanical",7,14,"N/B",4132
2017-01-02,501,"9:25:00 AM","Monday","Roncy Yard","Mechanical",4,8,"W/B",4225
2017-01-02,504,"9:28:00 AM","Monday","Roncy and Queen","Mechanical",7,14,"N/B",4073
2017-01-02,504,"9:41:00 AM","Monday","Roncy and Queen","Mechanical",7,14,"N/B",4136
2017-01-02,512,"10:31:00 AM","Monday","St Clair & Hounslow Heath","Held By",19,25,"E/B",4102
2017-01-02,506,"11:32:00 AM","Monday","Gerrard/Coxwell","Mechanical",5,10,"E/B",4016
2017-01-02,501,"1:01:00 PM","Monday","Sherbourne and Queen","Mechanical",10,15,"W/B",4214
2017-01-02,505,"1:10:00 PM","Monday","Dundas and Murno","Investigation",24,48,"W/B",4148
2017-01-02,505,"3:44:00 PM","Monday","Dundas and Dovercourt","Mechanical",6,12,"W/B",4077
2017-01-02,506,"3:50:00 PM","Monday","Carlton at Parliament","Investigation",15,23,"E/B",4021
2017-01-02,506,"6:17:00 PM","Monday","Gerrard Street E at Digrassi","Investigation",6,14,"E/B",4112
2017-01-02,504,"6:34:00 PM","Monday","Broadview Station","Investigation",15,23,"W/B",4101
2017-01-02,512,"7:50:00 PM","Monday","SCW Station","Investigation",5,9,"W/B",4171
2017-01-02,504,"8:11:00 PM","Monday","Dundas West to Broadview Station","Held By",12,22,"E/B",4081
2017-01-02,504,"8:38:00 PM","Monday","Sumach / King","Mechanical",5,15,"E/B",4070
2017-01-02,504,"9:08:00 PM","Monday","Neville Park","Mechanical",9,18,"W/B",4225
2017-01-02,501,"9:30:00 PM","Monday","Long Branch Ave and Lakeshore","Held By",68,78,"E/B",4133
2017-01-02,504,"10:00:00 PM","Monday","dufferin","Mechanical",25,20,"W/B",4179
2017-01-02,504,"11:55:00 PM","Monday","Dundas West Station","Mechanical",1,10,"W/B",4179
2017-01-03,510,"12:34:00 AM","Tuesday","Spadina and Queensquay","Mechanical",5,10,"S/B",4424
2017-01-03,510,"12:42:00 AM","Tuesday","Spadina station","Mechanical",1,1,"S/B",4427
2017-01-03,504,"1:22:00 AM","Tuesday","Marion","Held By",6,16,"W/B",4136
2017-01-03,505,"1:22:00 AM","Tuesday","Roncy and Marion","Mechanical",1,1,"S/B",4004
2017-01-03,501,"5:09:00 AM","Tuesday","Queen & Coxwell","Mechanical",10,20,"E/B",4214
2017-01-03,505,"5:09:00 AM","Tuesday","Broadview and Dundas","Late Leaving Garage",8,16,"N/B",4084
2017-01-03,501,"5:55:00 AM","Tuesday","Queena nd Connaught","Late Leaving Garage",5,10,"E/B",4081
2017-01-03,512,"5:56:00 AM","Tuesday","Ronc. Carhouse.","Mechanical",4,8,"W/B",4163
2017-01-03,504,"6:17:00 AM","Tuesday","Boustead","Mechanical",6,12,"S/B",4197
2017-01-03,501,"6:36:00 AM","Tuesday","Sunnyside Loop","Mechanical",5,10,"W/B",4220
2017-01-03,504,"7:20:00 AM","Tuesday","Roncy and Queen","Mechanical",4,8,"E/B",4023
2017-01-03,501,"7:25:00 AM","Tuesday","Brownsline & Lakeshore","Held By",30,39,"B/W",4169
2017-01-03,504,"8:26:00 AM","Tuesday","Dundas and Broadview Ave","Mechanical",4,8,"W/B",4010
2017-01-03,505,"8:41:00 AM","Tuesday","Dundas and Dufferin","Mechanical",27,54,"E/B",4017
2017-01-03,506,"8:45:00 AM","Tuesday","College/Lansdowne","Mechanical",6,10,"W/B",4086
2017-01-03,512,"9:14:00 AM","Tuesday","St Clair West","Mechanical",3,6,"W/B",4042
2017-01-03,505,"9:25:00 AM","Tuesday","Broadview Station","Utilized Off Route",4,8,"S/B",7541
2017-01-03,504,"9:37:00 AM","Tuesday","Broadview and Dundas","Utilized Off Route",4,8,"W/B",7476
2017-01-03,501,"9:47:00 AM","Tuesday","Lakeshore & 37th","Investigation",10,20,"E/B",4123
2017-01-03,505,"11:01:00 AM","Tuesday","Broadview and Dundas","Mechanical",6,12,"E/B",4017
2017-01-03,504,"11:18:00 AM","Tuesday","Dundas and Broadview","Mechanical",4,8,"N/B",4209
2017-01-03,501,"11:21:00 AM","Tuesday","Humber Loop","Mechanical",10,20,"W/B",4123
2017-01-03,501,"12:12:00 PM","Tuesday","Lakeshore at Islington","Held By",43,53,"B/W",4078
2017-01-03,510,"1:48:00 PM","Tuesday","Spadina loop","Held By",10,4,"N/B",4424
2017-01-03,514,"1:56:00 PM","Tuesday","Parliament /King","Mechanical",9,18,"W/B",4017
2017-01-03,510,"2:15:00 PM","Tuesday","Spadina and King","Mechanical",4,8,"S/B",4415
2017-01-03,509,"2:49:00 PM","Tuesday","Spadina and Queens Quay","Utilized Off Route",6,12,"E/B",4402
2017-01-03,506,"3:22:00 PM","Tuesday","College at Bathurst","Mechanical",5,10,"W/B",4121
2017-01-03,506,"3:40:00 PM","Tuesday","Roncesvalles yard","Mechanical",5,10,"E/B",4164
2017-01-03,505,"3:48:00 PM","Tuesday","Broadview station","Mechanical",8,13,"W/B",4066
2017-01-03,510,"4:22:00 PM","Tuesday","Spadina and King","Mechanical",5,10,"S/B",4406
2017-01-03,505,"4:51:00 PM","Tuesday","Dundas and Lansdowne","Mechanical",5,10,"E/B",4077
2017-01-03,512,"5:01:00 PM","Tuesday","Gunns Loop","Mechanical",5,10,"E/B",4085
2017-01-03,505,"5:27:00 PM","Tuesday","Dundas and Parlaiment","Mechanical",5,10,"W/B",4147
2017-01-03,510,"5:28:00 PM","Tuesday","Charlotte loop","Mechanical",5,10,"S/B",4408
2017-01-03,510,"5:43:00 PM","Tuesday","Spadina and College","Mechanical",1,1,"N/B",4408
2017-01-03,501,"5:56:00 PM","Tuesday","Humber Loop","Mechanical",5,10,"W/B",4125
2017-01-03,504,"6:06:00 PM","Tuesday","Broadview station","Utilized Off Route",3,6,"W/B",4087
2017-01-03,501,"6:07:00 PM","Tuesday","Humber Loop","Mechanical",10,15,"E/B",4216
2017-01-03,510,"6:15:00 PM","Tuesday","Spadina and Queensquay","Mechanical",5,10,"S/B",4409
2017-01-03,501,"6:57:00 PM","Tuesday","Queen and Shaw","Mechanical",10,15,"W/B",4218
2017-01-03,501,"7:58:00 PM","Tuesday","Neville Loop","Mechanical",5,10,"W/B",4080
2017-01-03,505,"8:46:00 PM","Tuesday","Dundas and Parliament","Mechanical",1,1,"E/B",4069
2017-01-03,504,"8:46:00 PM","Tuesday","Roncesvalles Ave. and Garden St.","Mechanical",5,10,"E/B",4076
2017-01-03,504,"9:03:00 PM","Tuesday","King St. East and Church St.","Mechanical",5,10,"E/B",4048
2017-01-03,504,"9:13:00 PM","Tuesday","King St. East and Church St.","Mechanical",5,10,"E/B",4068
2017-01-03,504,"10:18:00 PM","Tuesday","Broadview Station Loop","Mechanical",6,13,"W/B",4106
2017-01-03,505,"10:46:00 PM","Tuesday","Broadview station","Mechanical",1,1,"W/B",4084
2017-01-03,504,"10:54:00 PM","Tuesday","Roncesvalles Ave. and Marion St","Mechanical",6,13,"W/B",4152
2017-01-03,504,"11:19:00 PM","Tuesday","King St. West and Queen St. West","Mechanical",6,13,"W/B",4025
2017-01-03,514,"11:28:00 PM","Tuesday","Queen St. East and Broadview Ave.","Mechanical",15,30,"E/B",4083
2017-01-03,510,"11:48:00 PM","Tuesday","Spadina and Queensquay","Mechanical",5,10,"S/B",4416
2017-01-04,504,"12:03:00 AM","Wednesday","King St. East and Church St.","Mechanical",7,13,"W/B",4136
2017-01-04,504,"12:43:00 AM","Wednesday","King St. East and Parliament St.","Mechanical",6,13,"E/B",4064
2017-01-04,501,"12:43:00 AM","Wednesday","Queen and Yongw","Mechanical",14,28,"W/B",4246
2017-01-04,505,"1:00:00 AM","Wednesday","Dundas and Sherbourne","Mechanical",1,1,"W/B",4082
2017-01-04,501,"2:18:00 AM","Wednesday","Lakeshore and 3rd","Held By",20,28,"W/B",4055
2017-01-04,501,"3:26:00 AM","Wednesday","Queen and Shaw","Mechanical",30,60,"E/B",4237
2017-01-04,501,"4:22:00 AM","Wednesday","Russell Car House","Mechanical",6,24,"W/B",4126
2017-01-04,512,"5:01:00 AM","Wednesday","Ronc. Carhouse.","Mechanical",5,10,"E/B",4160
2017-01-04,512,"5:10:00 AM","Wednesday","Ronc. Carhouse.","Mechanical",5,10,"W/B",4128
2017-01-04,510,"5:14:00 AM","Wednesday","Spadina and College","Mechanical",0,0,"N/B",4419
2017-01-04,512,"5:14:00 AM","Wednesday","Ronc. Carhouse.","Held By",5,10,"W/B",4069
2017-01-04,501,"5:24:00 AM","Wednesday","Kipling Loop","Mechanical",9,18,"W/B",4164
2017-01-04,504,"5:24:00 AM","Wednesday","Ronc. Carhouse.","Mechanical",4,8,"W/B",4204
2017-01-04,504,"5:26:00 AM","Wednesday","Queen Street","Mechanical",4,8,"N/B",4204
2017-01-04,504,"5:30:00 AM","Wednesday","Ronc. Carhouse.","Held By",4,8,"W/B",4095
2017-01-04,501,"5:34:00 AM","Wednesday","Queen and Connaught","Late Leaving Garage",5,10,"E/B",4207
2017-01-04,501,"5:41:00 AM","Wednesday","Ronc. Carhouse.","Mechanical",5,10,"W/B",4240
2017-01-04,504,"5:45:00 AM","Wednesday","Ronc. Carhouse.","Mechanical",4,8,"W/B",4010
2017-01-04,512,"5:56:00 AM","Wednesday","Ronc. Carhouse.","Mechanical",4,8,"W/B",4150
2017-01-04,505,"6:30:00 AM","Wednesday","Dundas and Parliament","Mechanical",6,12,"N/B",4076
2017-01-04,501,"6:49:00 AM","Wednesday","Queen & Leslie","Mechanical",5,10,"W/B",4214
2017-01-04,512,"7:15:00 AM","Wednesday","St Clair & Oakwood","Mechanical",3,6,"W/B",4078
2017-01-04,506,"7:16:00 AM","Wednesday","Gerrard and Coxwell","Mechanical",5,10,"E/B",4193
2017-01-04,501,"7:50:00 AM","Wednesday","Russell Carhouse","Mechanical",5,10,"E/B",4045
2017-01-04,501,"8:33:00 AM","Wednesday","Queensway & Colborne Ldg Rd","Held By",28,33,"W/B",4217
2017-01-04,501,"9:12:00 AM","Wednesday","Roncy Carhouse","Mechanical",5,10,"E/B",4202
2017-01-04,510,"9:35:00 AM","Wednesday","Spadina and Dundas","Mechanical",4,8,"S/B",4418
2017-01-04,505,"10:28:00 AM","Wednesday","Broadview Station","Mechanical",6,12,"W/B",4114
2017-01-04,501,"11:18:00 AM","Wednesday","Queen & King","Mechanical",5,10,"E/B",4169
2017-01-04,501,"11:23:00 AM","Wednesday","Queen at Yonge","Mechanical",27,32,"E/B",4220
2017-01-04,504,"11:33:00 AM","Wednesday","Roncy and Queen","Mechanical",4,8,"S/B",4119
2017-01-04,504,"11:35:00 AM","Wednesday","DWS","Mechanical",4,8,"W/B",4145
2017-01-04,514,"12:04:00 PM","Wednesday","King & Brant","Utilized Off Route",26,36,"E/B",4407
2017-01-04,504,"12:07:00 PM","Wednesday","Howard Park Ave","Investigation",15,19,"S/B",4149
2017-01-04,501,"3:03:00 PM","Wednesday","Longbranch Loop","Mechanical",5,10,"WB",4164
2017-01-04,504,"5:15:00 PM","Wednesday","King at Parliament","Mechanical",4,8,"E/B",4154
2017-01-04,501,"5:21:00 PM","Wednesday","Queen and Roncesvalles","Mechanical",10,15,"WB",4207
2017-01-04,501,"5:21:00 PM","Wednesday","Queen and Gladstone","Mechanical",5,10,"WB",4207
2017-01-04,504,"6:30:00 PM","Wednesday","Queen at Roncesvalles","Mechanical",4,8,"E/B",4082
2017-01-04,506,"6:52:00 PM","Wednesday","howard Park ave at Roncesvalles","Investigation",44,50,"W/B",4152
2017-01-04,505,"7:47:00 PM","Wednesday","Broadview & Dundas","Mechanical",7,14,"W/B",4178
2017-01-04,501,"8:17:00 PM","Wednesday","Queen and Spadina","Mechanical",5,10,"W/B",4210
2017-01-04,501,"8:35:00 PM","Wednesday","Queen and Palmerston","Mechanical",5,10,"W/B",4200
2017-01-04,504,"10:04:00 PM","Wednesday","King St. West and John St.","General Delay",10,16,"W/B",NA
2017-01-04,501,"11:15:00 PM","Wednesday","Neville park","Mechanical",15,29,"W/B",4238
2017-01-04,506,"11:30:00 PM","Wednesday","College at Major street","Mechanical",9,18,"W/B",4145
2017-01-04,504,"11:39:00 PM","Wednesday","King St. East and Yonge St.","Mechanical",8,15,"W/B",4136
2017-01-04,506,"11:55:00 PM","Wednesday","Gerrard at Woodbine","Mechanical",9,18,"W/B",4052
2017-01-05,501,"12:54:00 AM","Thursday","Neville Park","Emergency Services",24,33,"W/B",4074
2017-01-05,306,"2:20:00 AM","Thursday","Coxwell Ave. and Lower Gerrard St. East","Held By",16,46,"S/B",4018
2017-01-05,504,"2:46:00 AM","Thursday","Queen St. East and Broadview Ave.","Mechanical",18,40,"E/B",4209
2017-01-05,504,"5:16:00 AM","Thursday","Ronc. Carhouse.","Mechanical",8,18,"W/B",4152
2017-01-05,506,"5:36:00 AM","Thursday","Coxwell and Lower Gerrard","Late Leaving Garage",6,12,"E/B",4150
2017-01-05,501,"5:52:00 AM","Thursday","Queen and Connaught","Late Leaving Garage",5,10,"E/B",4030
2017-01-05,506,"6:36:00 AM","Thursday","Ronc. Carhouse.","Mechanical",4,8,"E/B",4128
2017-01-05,501,"6:51:00 AM","Thursday","Sunnyside Loop","Mechanical",5,10,"W/B",4087
2017-01-05,506,"7:00:00 AM","Thursday","Howard Park and Roncesvalles","Mechanical",5,10,"W/B",4188
2017-01-05,501,"7:21:00 AM","Thursday","Humber Loop","Mechanical",5,10,"W/B",4222
2017-01-05,510,"8:45:00 AM","Thursday","Broadview and Queen","Mechanical",4,8,"W/B",4424
2017-01-05,501,"9:00:00 AM","Thursday","Russell Carhouse","Mechanical",5,10,"E/B",4225
2017-01-05,510,"11:10:00 AM","Thursday","Spadina Station","Mechanical",0,0,"S/B",4429
2017-01-05,504,"11:59:00 AM","Thursday","Spadina Ave","Mechanical",4,8,"E/B",4041
2017-01-05,501,"1:31:00 PM","Thursday","Connaught and Queen","Mechanical",5,10,"W/B",4217
2017-01-05,504,"2:13:00 PM","Thursday","Queen at Broadview Av","Mechanical",4,8,"E/B",4086
2017-01-05,501,"2:19:00 PM","Thursday","Russel Yard","Mechanical",5,10,"W/B",4235
2017-01-05,512,"2:59:00 PM","Thursday","Yonge/ St. Clair","Mechanical",4,8,"W/B",4142
2017-01-05,503,"3:15:00 PM","Thursday","Kingston Rd at Lee Ave","Investigation",12,24,"E/B",7709
2017-01-05,506,"4:01:00 PM","Thursday","College at Bathurst","Held By",15,20,"B/W",4017
2017-01-05,501,"4:20:00 PM","Thursday","Queensway at Roncesvalles","Mechanical",5,10,"E/B",4172
2017-01-05,514,"5:44:00 PM","Thursday","Fraser st /King st","Mechanical",9,18,"E/B",4070
2017-01-05,504,"5:55:00 PM","Thursday","Queen at Roncy","Mechanical",4,8,"E/B",4168
2017-01-05,505,"6:11:00 PM","Thursday","Dundas & Bathurst","Mechanical",7,14,"E/B",4144
2017-01-05,501,"8:04:00 PM","Thursday","Queen at Sumach","Mechanical",15,20,"E/B",4200
2017-01-05,506,"8:09:00 PM","Thursday","High Park Loop","Mechanical",8,16,"E/B",4112
2017-01-05,501,"9:31:00 PM","Thursday","Humber Loop","Investigation",12,24,"W/B",4240
2017-01-05,505,"10:38:00 PM","Thursday","Bathurst & Dundas","Held By",10,20,"W/B",4040
2017-01-05,512,"10:57:00 PM","Thursday","Vaughn Rd & St.Clair","Investigation",6,12,"E/B",4164
2017-01-06,504,"12:15:00 AM","Friday","Roncesvalles Ave. and The Queensway","Mechanical",7,15,"E/B",4016
2017-01-06,501,"5:01:00 AM","Friday","Coxwell & Queen","Mechanical",5,10,"E/B",4229
2017-01-06,501,"5:07:00 AM","Friday","Ronc. CRHOUSE.","Mechanical",9,19,"W/B",4168
2017-01-06,501,"5:13:00 AM","Friday","Ronc. Carhouse.","Mechanical",12,24,"W/B",4207
2017-01-06,504,"5:15:00 AM","Friday","Ronc. Carhouse.","Mechanical",4,9,"W/B",4127
2017-01-06,501,"5:26:00 AM","Friday","Sunnyside Loop","Mechanical",5,10,"W/B",4232
2017-01-06,501,"5:33:00 AM","Friday","Neville Loop","Mechanical",5,10,"W/B",4214
2017-01-06,506,"5:53:00 AM","Friday","Ronc. Carhouse.","Mechanical",5,11,"E/B",4075
2017-01-06,512,"5:56:00 AM","Friday","Ronc Carhouse.","Mechanical",4,8,"W/B",4012
2017-01-06,501,"6:01:00 AM","Friday","Sunnyside Loop","Mechanical",5,10,"W/B",4225
2017-01-06,501,"6:30:00 AM","Friday","Victoria & Queen","Mechanical",5,10,"W/B",4188
2017-01-06,502,"6:49:00 AM","Friday","Queen & Sumach","Mechanical",10,20,"E/B",7720
2017-01-06,501,"7:04:00 AM","Friday","Russell Carhouse","Mechanical",5,10,"E/B",4242
2017-01-06,506,"7:08:00 AM","Friday","College and Bathurst","Mechanical",5,10,"W/B",4145
2017-01-06,514,"7:10:00 AM","Friday","King & Sumach","Mechanical",8,16,"E/B",4032
2017-01-06,503,"7:10:00 AM","Friday","Bingham Loop","Mechanical",12,24,"W/B",7721
2017-01-06,502,"7:33:00 AM","Friday","Coxwell & Queen","Investigation",10,20,"E/B",7870
2017-01-06,512,"8:55:00 AM","Friday","St Clair& Tweedsmuir","Mechanical",10,14,"W/B",4095
2017-01-06,501,"9:10:00 AM","Friday","Neville Park Loop","Mechanical",5,10,"W/B",4204
2017-01-06,512,"9:10:00 AM","Friday","St Clair West Stn","Utilized Off Route",3,6,"W/B",4176
2017-01-06,501,"9:13:00 AM","Friday","Sunnyside Loop","Mechanical",5,10,"E/B",4232
2017-01-06,501,"9:13:00 AM","Friday","Long Branch Loop","Mechanical",5,10,"E/B",4205
2017-01-06,512,"9:25:00 AM","Friday","St Clair West Stn Exit.","Mechanical",17,21,"W/B",4095
2017-01-06,505,"10:20:00 AM","Friday","church/dundas","Mechanical",5,10,"W/B",4076
2017-01-06,506,"11:07:00 AM","Friday","Gerrard and Degrassi","Held By",9,14,"W/B",4064
2017-01-06,512,"11:30:00 AM","Friday","St Clair West Stn","Utilized Off Route",0,0,"E/B",4176
2017-01-06,501,"11:51:00 AM","Friday","Roncy Yard","Mechanical",5,10,"E/B",4201
2017-01-06,505,"1:30:00 PM","Friday","millbrock/broadview","Investigation",30,35,"B/W",4073
2017-01-06,504,"1:31:00 PM","Friday","Broadview Ave at Millbrook","Investigation",31,36,"W/B",4163
2017-01-06,504,"1:45:00 PM","Friday","Queen at Roncesvalles","Mechanical",4,8,"W/B",4000
2017-01-06,504,"1:55:00 PM","Friday","Queen at Roncesvalles","Mechanical",4,8,"W/B",4186
2017-01-06,511,"2:02:00 PM","Friday","Canada Blvd Dr","Mechanical",4,8,"N/B",1597
2017-01-06,512,"2:06:00 PM","Friday","Roncesvalles Yard","Mechanical",5,10,"B/W",0
2017-01-06,501,"2:38:00 PM","Friday","Neville Loop","Held By",6,11,"W/B",4207
2017-01-06,501,"3:14:00 PM","Friday","Roncesvalles and Queensway","Mechanical",5,10,"W/B",4224
2017-01-06,506,"3:41:00 PM","Friday","Roncesvalles Yard","Late Leaving Garage",3,5,"E/B",4168
2017-01-06,504,"3:50:00 PM","Friday","Queen at Roncesvalles","Mechanical",4,8,"W/B",4075
2017-01-06,506,"3:56:00 PM","Friday","Jarvis","Mechanical",4,8,"W/B",4025
2017-01-06,506,"4:00:00 PM","Friday","Greenwood","Mechanical",3,6,"E/B",4077
2017-01-06,505,"4:23:00 PM","Friday","Howard Park & Dundas","General Delay",10,20,"B/W",NA
2017-01-06,504,"4:37:00 PM","Friday","Queen at Roncesvalles","Mechanical",4,8,"E/B",4041
2017-01-06,501,"5:18:00 PM","Friday","Ohara and Queen","Mechanical",5,10,"W/B",4188
2017-01-06,510,"7:43:00 PM","Friday","Spadina Station","Mechanical",9,13,"S/B",4411
2017-01-06,514,"8:08:00 PM","Friday","Cherry Loop","Mechanical",15,30,"W/B",4404
2017-01-06,504,"8:47:00 PM","Friday","King St. West and University Ave.","Mechanical",5,10,"E/B",4173
2017-01-06,501,"8:56:00 PM","Friday","Queen and jarvis","Mechanical",5,10,"E/B",4210
2017-01-06,504,"10:00:00 PM","Friday","University Ave. to Bathurst St.","General Delay",8,12,"W/B",NA
2017-01-06,510,"11:47:00 PM","Friday","Spadina & Queen","Mechanical",8,16,"S/B",4414
2017-01-07,504,"1:37:00 AM","Saturday","King St. West and Spadina Ave.","Investigation",38,48,"W/B",4147
2017-01-07,511,"4:45:00 AM","Saturday","Bathurst Stn","Held By",4,8,"N/B",8219
2017-01-07,512,"5:22:00 AM","Saturday","St Clair & Vaughan Road","Mechanical",4,8,"E/B",4195
2017-01-07,512,"8:14:00 AM","Saturday","Ronce","Mechanical",6,12,"N/B",4047
2017-01-07,504,"8:24:00 AM","Saturday","portland / Queen st w","Mechanical",6,12,"E/B",4136
2017-01-07,501,"8:40:00 AM","Saturday","Queen and Connaught","Mechanical",6,12,"E/B",4204
2017-01-07,501,"10:08:00 AM","Saturday","Queen and River","Mechanical",26,42,"E/B",4220
2017-01-07,514,"1:12:00 PM","Saturday","Distillery Loop","Mechanical",1,1,"W/B",4407
2017-01-07,501,"1:31:00 PM","Saturday","roncy yard","Late Leaving Garage",5,11,"W/B",4207
2017-01-07,505,"3:15:00 PM","Saturday","Broadview Stn","Mechanical",5,10,"E/B",4075
2017-01-07,501,"3:50:00 PM","Saturday","queen at york","General Delay",6,12,"E/B",4165
2017-01-07,501,"3:54:00 PM","Saturday","humber loop","Mechanical",6,11,"E/B",4091
2017-01-07,509,"4:00:00 PM","Saturday","Bathurst","Mechanical",1,7,"W/B",4425
2017-01-07,509,"4:00:00 PM","Saturday","Bathurst","Mechanical",1,6,"W/B",4425
2017-01-07,506,"4:20:00 PM","Saturday","Landsdowne","Mechanical",5,10,"W/B",4171
2017-01-07,504,"6:22:00 PM","Saturday","Broadview/Queen","Mechanical",4,8,"S/B",4132
2017-01-07,511,"6:25:00 PM","Saturday","Bathurst Station","Mechanical",1,7,"S/B",1027
2017-01-07,506,"6:33:00 PM","Saturday","Dovercourt","Mechanical",1,6,"E/B",4086
2017-01-07,512,"7:11:00 PM","Saturday","Avenue Rd/St.Clair","Held By",90,102,"B/W",4004
2017-01-07,510,"7:22:00 PM","Saturday","Spadina/Queens Quay","Mechanical",1,1,"S/B",4427
2017-01-07,506,"7:39:00 PM","Saturday","Coxwell","Mechanical",1,7,"E/B",4040
2017-01-07,510,"8:03:00 PM","Saturday","King & Spadina","Mechanical",6,12,"S/B",4411
2017-01-07,514,"8:13:00 PM","Saturday","King St. East and Sumach St.","Mechanical",0,0,"E/B",4407
2017-01-07,501,"8:22:00 PM","Saturday","queen at manning","Emergency Services",5,11,"E/B",4229
2017-01-07,505,"8:36:00 PM","Saturday","Dundas & Lansdowne","Mechanical",10,20,"W/B",4146
2017-01-07,504,"8:48:00 PM","Saturday","Broadview Station Loop to Dundas West Station Loop","General Delay",8,12,"B/W",NA
2017-01-07,514,"8:55:00 PM","Saturday","Dufferin Loop to Distillery Loop","General Delay",8,20,"B/W",NA
2017-01-07,506,"9:37:00 PM","Saturday","Coxwell / Gerrard","Mechanical",6,12,"E/B",4193
2017-01-07,501,"9:39:00 PM","Saturday","Lakeshore and 27th street","Investigation",36,46,"W/B",4015
